,actual,forecast,lower_95,upper_95
1561,27.45,24.937831082511657,8.54422040842234,41.331441756600974
1562,27.08,23.960289297704573,4.185550270620997,43.735028324788146
1563,27.14,23.505010250707464,1.1102081088036755,45.89981239261125
1564,27.79,24.42682740458802,-0.09953715694229004,48.95319196611833
1565,29.81,26.976899695898087,0.6660894586055939,53.287709933190584
1566,35.78,31.23055853713885,3.3969740660329073,59.0641430082448
1567,53.64,39.05586526146281,9.904500034059847,68.20723048886578
1568,60.0,44.19665617962069,13.892481189908963,74.50083116933241
1569,60.12,43.80132784729041,12.4797624526155,75.12289324196531
1570,61.18,43.65743867981391,11.431344513109686,75.88353284651814
1571,62.46,44.35100870988278,11.315582701427687,77.38643471833787
1572,61.48,43.07230969131527,9.308634240634198,76.83598514199633
1573,62.29,43.09961849676818,8.677313750289663,77.5219232432467
1574,61.89,43.819888656186784,8.799141845849213,78.84063546652436
1575,62.51,46.65483144250025,11.08798057467962,82.22168231032089
1576,64.26,50.28933765738107,14.222128036407703,86.35654727835444
1577,65.6,57.17223264436015,20.644827873541864,93.69963741517844
1578,60.13,52.48112274948604,15.528927970952878,89.4333175280192
1579,54.66,46.83213314663041,9.486472335232044,84.17779395802879
1580,40.78,40.29716657577687,2.5858447745838404,78.0084883769699
1581,39.6,37.53961146790325,-0.5126148098026349,75.59183774560913
1582,32.06,34.579944815104255,-3.7910816464639012,72.95097127667242
1583,29.21,30.866806694184014,-7.803231919195156,69.53684530756318
1584,29.83,28.707993945386917,17.23524511632113,40.1807427744527
1585,28.72,27.005562045275113,10.704505537006128,43.3066185535441
1586,28.11,26.053434191138848,6.389907278467298,45.7169611038104
1587,27.98,25.625827048827688,3.3568230402414656,47.89483105741391
1588,28.16,26.57151752994153,2.1829376703238452,50.960097389559216
1589,29.0,29.169316711941065,3.006448631426558,55.33218479245557
1590,30.72,33.642046645935395,5.9651990812451,61.318894210625686
1591,35.54,42.37746265380725,13.390575009124024,71.36435029849048
1592,39.18,46.98223013465965,16.84943606086167,77.11502420845764
